100	0.01505	0.012041
200	0.0716905	0.0469274
300	0.165224	0.102014
400	0.265116	0.178209
500	0.407211	0.274209
600	0.577122	0.389963
700	0.778793	0.529239
800	0.989084	0.686341
900	1.23487	0.87011
1000	1.5127	1.07309
