1000	0.679	0.597
2000	0.40779	0.66997
3000	0.150078	0.7827
4000	9.0495	0.827827
5000	1.8205	0.854278
6000	4.0282	0.919543
7000	3.09128	0.993195
8000	0.486913	0.870932
9000	4.06087	0.931709
10000	0.620609	0.937317
