100	0.031897	0.012044
200	0.126009	0.0427184
300	0.279195	0.0873852
400	0.490897	0.157057
500	0.733913	0.242732
600	1.0643	0.354697
700	1.45264	0.490351
800	1.80475	0.620771
900	2.3572	0.786007
1000	2.78584	0.976691
