1000	0.755	1.001
2000	0.79755	0.80101
3000	0.963975	2.49001
4000	1.03664	3.1199
5000	1.03037	0.408199
6000	1.0303	2.81308
7000	1.2483	10.0291
8000	1.30348	5.78629
9000	0.917035	14.1759
10000	0.88017	1.20276
