1000	2.1	0.62
2000	0.27	0.6292
3000	1.8847	0.918292
4000	5.86685	0.782183
5000	4.76167	0.882822
6000	8.63262	0.734828
7000	1.13233	0.779348
8000	19.1313	0.836793
9000	3.35831	0.820368
10000	3.68958	1.0652
