1000	0.852	0.679
2000	0.80652	0.70779
3000	0.692065	0.640078
4000	1.12392	0.799401
5000	0.771239	0.688994
6000	0.962712	0.88789
7000	0.921627	0.848879
8000	0.933216	0.983489
9000	0.916332	0.819835
10000	0.948163	0.827198
