100		0.03638		0.02255
200		0.11389		0.0768
300		0.25222		0.1763
400		0.41649		0.30676
500		0.63511		0.43436
600		0.98218		0.64948
700		1.49529		0.91338
800		1.58127		1.13641
900		1.97858		1.41028
1000		2.44199		1.67518
