100		0.01278		0.66271
200		0.22341		0.11281
300		0.10617		0.20421
400		0.16749		0.31292
500		0.25366		0.7669
600		0.36842		0.67079
700		0.60985		1.03897
800		0.67924		1.70083
900		1.31078		8.50428
1000		1.25863		2.16084
