100	0.01184	0.031858
200	0.0447824	0.143688
300	0.101668	0.318428
400	0.200532	0.620691
500	0.3658	1.10975
600	0.498738	1.55114
700	0.584607	1.79701
800	0.946933	3.40368
900	1.04525	3.3021
1000	1.23264	3.74256
