100	0.029317	0.024629
200	0.127354	0.0918623
300	0.304589	0.196927
400	0.474324	0.327763
500	0.746963	0.505708
600	1.07063	0.73872
700	1.40948	0.992042
800	1.85733	1.30036
900	2.2439	1.60307
1000	2.75385	1.96839
