100	0.012526	0.025546
200	0.0437653	0.0862525
300	0.0903137	0.190771
400	0.151722	0.339117
500	0.241624	0.516141
600	0.338808	0.725485
700	0.461141	0.982707
800	0.589191	1.3075
900	0.775949	1.67243
1000	0.927757	1.95298
